Step|OZCN|OpCode|          Bin           |
0001_1000_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_1000_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_1001_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_1010_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_000111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_001111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_010111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_011111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_100111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_101111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_110111 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111000 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111001 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111010 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111011 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111100 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111101 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111110 000000000000001001000000       IR_IN    RAM_OUT
0001_1011_111111 000000000000001001000000       IR_IN    RAM_OUT
0001_1100_000000 000000000000001001000000       IR_IN    RAM_OUT
0001_1100_000001 000000000000001001000000       IR_IN    RAM_OUT
0001_1100_000010 000000000000001001000000       IR_IN    RAM_OUT
